id,title,location,price,m2,type,status,floor,description,n_photos,n_rooms,n_bathrooms,particular,luxury,video,virtual_tour,3d_tour,plane,air_conditioning,heating,elevator,furnished,terrace,consume,emisions
100131349,Piso en venta en ronda Buenavista,Buenavista-Valparaíso-La Legua,269900,80,flat,Segunda mano/buen estado,Planta 1ª exterior,"GRUPO SUPERCASA VENDE Piso A ESTRENAR de 90m² en una de las mejores zonas de Toledo compuesto de amplio salón luminoso con terraza con vistas hacia el Parque de Ciudad de Nara, cocina americana con posibilidad de instalar isla, además cuenta con terraza/tendedero, 3 dormitorios (2 de ellos con armario empotrado) y 2 baños completos con plato de ducha. El dormitorio principal tipo suite con baño incluido. La vivienda cuenta con una plaza de garaje incluida en el precio. Además, la comunidad cuenta con PISCINA y PISTAS DEPORTIVAS COMUNITARIAS.La vivienda cuenta todo nuevo, tanto electricidad, fontanería y calefacción. Cuenta además con:- Ventanas de pvc con cristal climalit oscilobatiente- Puertas de madera de haya lacadas en blanco- Luz indirecta en el salón- Radiadores nuevosSe encuentra ubicado en una de las mejores zonas de Toledo, junto al Centro Médico de Buenavista, supermercados, farmacias, parques, colegios.. .Estamos en Paseo San Eugenio 1- GRUPO SUPERCASA TOLEDO.Tu objetivo es nuestro deber. Tu satisfacción nuestro compromiso.",39,3,2,False,False,False,True,False,True,False,Calefacción central,True,,Terraza,C,
104690547, Casa o chalet independiente en venta en calle Herrerillo s/n,Buenavista-Valparaíso-La Legua,365000,192,house,,1 planta,"PRÓXIMA COMERCIALIZACIÓNVIVIENDAS INDEPENDIENTES DE 4 DORMITORIOS DE UNA PLANTA EN PARCELAS DE 300 A 1000 M2Exclusivo proyecto de viviendas de 4 dormitorios en una sola planta, con amplias zonas de jardín en un entorno privilegiado como es el de Cigarrales de Vistahermosa.Viviendas independientes de arquitectura moderna y líneas sencillas y elegantes que, unido a su funcionalidad y luminosidad, hacen que los hogares puedan disfrutarse al máximo en cualquier estación del año.Su cuidada distribución en una planta permite total independencia entre las zonas de día y de noche, buscando siempre la luz, la mejor orientación y los espacios amplios y versátiles. Así, el juego de alturas del salón y su acceso directo al jardín, aportan luz, amplitud y singularidad a la estancia.Comprometidos con el medio ambiente y la eficiencia energética, la vivienda goza de calificación A, gracias a su climatización mediante suelo radiante y refrescante por AEROTERMIA, así como a la calidad de los materiales y su construcción, lo cual aporta a los hogares gran confort y un ahorro económico muy significativo.",5,4,3,False,False,False,False,False,True,False,,,,,C,C
104690602, Casa o chalet independiente en venta en calle Herrerillo s/n,Buenavista-Valparaíso-La Legua,309000,174,house,,1 planta,"PRÓXIMA COMERCIALIZACIÓNVIVIENDAS INDEPENDIENTES DE 4 DORMITORIOS DE UNA PLANTA EN PARCELAS DE 300 A 1000 M2Exclusivo proyecto de viviendas de 4 dormitorios en una sola planta, con amplias zonas de jardín en un entorno privilegiado como es el de Cigarrales de Vistahermosa.Viviendas independientes de arquitectura moderna y líneas sencillas y elegantes que, unido a su funcionalidad y luminosidad, hacen que los hogares puedan disfrutarse al máximo en cualquier estación del año.Su cuidada distribución en una planta permite total independencia entre las zonas de día y de noche, buscando siempre la luz, la mejor orientación y los espacios amplios y versátiles. Así, el juego de alturas del salón y su acceso directo al jardín, aportan luz, amplitud y singularidad a la estancia.Comprometidos con el medio ambiente y la eficiencia energética, la vivienda goza de calificación A, gracias a su climatización mediante suelo radiante y refrescante por AEROTERMIA, así como a la calidad de los materiales y su construcción, lo cual aporta a los hogares gran confort y un ahorro económico muy significativo.",6,4,3,False,False,False,False,False,True,False,,,,,C,C
102854085, Chalet pareado en venta en calle Piñonero,Buenavista-Valparaíso-La Legua,347000,226,house,Segunda mano/buen estado,3 plantas,"HABILIS Consulting Inmobiliario VENDE Chalet Pareado de 277 m2 en parcela de 320 m2. Chalet pareado en tres plantas totalmente exterior, con garaje privado para 2 coches. Planta Principal: Entrada, cocina amueblada, aseo, amplio salón, patio delantero y patio trasero con barbacoa y conjunto de obra sillones y mesa con ladrillo refractario para poder también disfrutar en las tardes más frías. Planta primera: Pasillo distribuidor, 4 habitaciones (habitación principal con baño incorporado) y baño completo con bañera. Planta semi-sótano: Sala polivalente con barra-bar, trastero. Garaje privado para 2 coches. Características generales: Armarios empotrados, calefacción individual de gas, suelos de gres, tarima y marmol, pintura gotelet, puertas interiores de pino, pre-instalación de Aire Acondicionado, Hilo musical, rejas en planta semi-sótano y planta principal, garaje exterior cerrado, ventanas de aluminio con doble acristalamiento, patios solados, mosquiteras, puerta principal de seguridad. Chalet ubicado en una zona residencial muy tranquila, en las inmediaciones de la ciudad de Toledo Cercano a servicios de uso cotidiano, Supermercados, farmacia, guardería, colegio, zonas verdes, parques, restauración, iglesia. Concierte su VISITA sin compromiso. LE ESPERAMOS en nuestras Oficinas en Calle Diputación Nº 7 o en el teléfono Nuestro Departamento Financiero le asesorará de la mejor financiación a su medida para su nuevo HOGAR Solicita tu visita virtual 360º del inmueble a través del formulario de contacto. HABILIS Consulting Inmobiliario - Tú agencia Inmobiliaria de Toledo Capital.",27,4,2,False,False,True,True,False,True,False,Calefacción individual: Gas natural,,,Balcón,C,C
105083893,"Piso en venta en ronda Buenavista, 45",Buenavista-Valparaíso-La Legua,299000,117,flat,Segunda mano/buen estado,Planta 3ª exterior,"INMOTOMAR VENDE: en Toledo, piso en zona Ronda de Buenavista/Reino Unido/Avda. Irlanda, construido en 1993. La distribución de esta vivienda se dispone en 4 dormitorios, 2 baños, Salón con terraza y cocina independiente con tendedero, además consta de trastero, plaza de garaje y piscina comunitariaFACILITAMOS FINANCIACIÓN, CONSÚLTANOS En la zona residencial más cotizada y en auge de Toledo, con fácil acceso al estar situada en la rotonda donde confluyen las avenidas principales de la zona, con parques y zonas infantiles y ajardinadas junto a la urbanización y multitud de servicios como bancos, supermercados, farmacias, tiendas, colegios, institutos, iglesia, bares, restaurantes, instalaciones deportivas, … Características básicas•Vivienda de 129 m² construidos, 117 m² útiles•4 dormitorios, 1 de ellos tipo suite•1 salón con terraza•2 baños•1 cocina independiente con tendedero•1 plaza de garaje •Trastero (63)•Piscina comunitaria•Aire acondicionado frío/calor•Carpintería exterior en aluminio•2ª mano/buen estado•Construido en 1993•Certificación energética: en trámiteEdificio•Construcción de 6 plantas (con ascensor) de uso residencialEquipamiento•Calefacción de gas natural individual•Aire acondicionado•Armarios empotrados.",50,4,2,False,False,False,False,False,False,True,Calefacción individual: Gas natural,True,,Terraza,C,
95190284," Chalet pareado en venta en calle Laurel Real, 110",Buenavista-Valparaíso-La Legua,350000,260,house,Segunda mano/buen estado,3 plantas,"Precioso y acogedor chalet pareado en esquina con espectaculares vistas a Toledo, Valparaiso - Repalsa. Construido en 2003. Consta de 3 plantas: Planta baja con patio interior, salón con chimenea y terraza con vistas a Toledo, aseo, cocina, lavadero, porches y acceso a jardín privado; Planta primera con cuatro dormitorios, uno de ellos con baño en suite y otro baño adicional. Garaje de 2 plazas. Ubicado en una urbanización con zonas comunes, piscinas, pistas de tenis y pista polivalente, jardin común. Próximo a colegios, tiendas, supermercado y gasolinera. Abstenerse agencias.",37,4,3,False,False,False,False,False,True,True,,,,Terraza,C,C
104694672,"Piso en venta en calle de los Concilios, 11",Buenavista-Valparaíso-La Legua,284900,154,flat,Segunda mano/buen estado,Planta 2ª exterior,"INCREIBLE PISO CON VISTAS EN BUENAVISTASe vende luminoso, tranquilo y espacioso piso con preciosas vistas al Casco Histórico de Toledo. La vivienda consta de una sola planta en la que puedes disfrutar de un amplio salón y de cocina independiente y de 4 dormitorios exteriores con muchísima luz, el dormitorio principal con baño en suite. Armarios empotrados en todas las habitaciones.Consta además de otro baño adicional y de un aseo.Cuenta con plaza de garaje grande para coche y moto y con trastero en las misma planta.Se encuentra en una urbanización cerrada con zonas verdes y piscina comunitaria.Dispone de parada de autobús en la puerta y se encuentra a 5 minutos andando de la zona comercial de Buenavista.Tiene todo tipo de servicios a menos de 5 minutos en coche como colegios, centro médico, hospital, etc.",21,4,3,False,False,False,False,False,False,True,Calefacción individual: Gas natural,True,,,C,C
101345819,"Piso en venta en calle Doctor Fleming, 1",Buenavista-Valparaíso-La Legua,297000,110,flat,Segunda mano/buen estado,Planta 2ª exterior,"PARTICULAR, LO SIENTO NO ATIENDO A INMOBILIARIAS. Vivienda sin barreras arquitectónicas con amplias puertas y pasillos. Muy luminoso. Zonas comunes con piscina y pistas deportivas. Amplia terraza y tendedero. Aire acondicionado. Plaza de garaje y trastero incluidos. Tarima flotante. Dos baños, uno con bañera y otro con plato de ducha y mampara de cristal. Zona con mucha demanda de alquiler por el hospital. En el nuevo POM esta en la zona de contacto de Valparaíso y Buenavista. Parada de autobús urbano (Líneas 81 y 83).",23,3,2,False,False,False,False,False,True,True,Calefacción individual: Gas natural,True,,Terraza,C,C
104839064,Piso en venta en avenida de Irlanda,Buenavista-Valparaíso-La Legua,340000,101,flat,Segunda mano/buen estado,Planta 3ª exterior,"En la zona de Buenavista, se encuentra este piso en venta en la tercera planta de un edificio con ascensor. Con una superficie total de 116 m² y 3 habitaciones dobles, este piso destaca por su buen estado de conservación. Dispone de 2 baños, cocina independiente totalmente amueblada, aire acondicionado, calefacción de gas natural y armarios empotrados. Además, cuenta con parking, trastero, piscina y jardín comunitarios. Situado en un barrio en crecimiento, cercano a centros comerciales y zonas verdes, este piso ofrece comodidad y calidad de vida. No pierdas la oportunidad de vivir en esta excelente zona de Toledo.",38,3,2,False,False,False,False,False,False,True,Calefacción individual: Gas natural,True,,,C,
103669946, Casa o chalet independiente en venta en calle Mirlo,Buenavista-Valparaíso-La Legua,495000,580,house,Segunda mano/para reformar,3 plantas,"HABILIS Consulting Inmobiliario VENDE Chalet independiente de 610 m2 en parcela de 3.562 m2. Espectacular Chalet distribuido en tres plantas totalmente exterior, con garaje privado para 2 coches, 3 terrazas y piscina. Situado en la parte alta de la urbanización de Vistahermosa de Toledo, donde tenemos asegurada unas vistas privilegiada de la Ciudad Imperial, al igual que disfrutaremos del recorrido del río Tajo a su paso por la ciudad Toledana. En la planta principal de la vivienda contamos con una amplia entrada, cocina amueblada con office, aseo, salón muy luminoso con unas vistas inmejorables desde sus grandes ventanales. Planta primera, pasillo distribuidor donde se encuentran las 4 habitaciones (habitación principal con baño y vestidor) y un baño completo con bañera. Planta sótano: Amplia sala polivalente, trastero, aseo, cocina y lavandería. La vivienda cuenta con un garaje privado para 2 coches. Características generales: Armarios empotrados, calefacción individual de gas, suelos de madera y mármol, pintura gotelé, puertas interiores lacadas en blanco, garaje exterior, ventanas de aluminio y/o madera con doble acristalamiento, 3 terrazas, mosquiteras, puerta principal de madera. Cercano a servicios de uso cotidiano, Supermercados, farmacia, guardería, zonas verdes, parques, restauración, complejo deportivo Monteverde y próximo a International School San Patricio. Concierte su VISITA sin compromiso. LE ESPERAMOS en nuestras Oficinas en Calle Diputación Nº 7 de Toledo o en el teléfono Nuestro Departamento Financiero le asesorará de la mejor financiación a su medida para su nuevo HOGAR HAZLOMASPRACTICO .",86,4,3,False,False,False,True,False,False,True,Calefacción individual,,,Terraza y balcón,C,
82597003, Chalet pareado en venta en Buenavista-Valparaíso-La Legua,Toledo,450000,220,house,Segunda mano/buen estado,3 plantas,"Venta de vivienda con actividades económicas incluidas en el precio. La vivienda consta de 5 dormitorios, 2 baños y 1 aseo, salón-comedor, cocina con despensa, terraza, porche y jardín. Suelos de parquet en toda la casa salvo en cocina y baños. Armarios empotrados y carpinterías de alto aislamiento. En perfecto estado.Las actividades económicas, ubicadas en la planta baja de la vivienda, cuentan con 99m² construidos y 85m² útiles, actualmente está registrado como Ludoteca por la Consejería de Salud y Bienestar Social, y como Centro Sanitario por la Consejería de Sanidad. Los registros y todos los permisos de las actividades económicas se incluyen en el precio.La actividad de ludoteca consta de una sala dinámica de 28m², una sala estática de 26m², un despacho de 12m², un cuarto de baño accesible de 14m² y acceso directo al patio.La actividad de centro sanitario (ideal para psicólogos o fisioterapeutas) consta de un despacho de 12m², de una sala multiusos de 26m², de una sala de espera de 28m² y de un baño accesible de 14m².",39,6,4,False,False,False,False,False,True,True,Calefacción central: Gas,,,Terraza y balcón,C,C
81881276," Chalet adosado en venta en calle de la Camelia, 25",Buenavista-Valparaíso-La Legua,327500,180,house,Segunda mano/buen estado,3 plantas,Piscina y pista de tenis comunitaria.Abstenerse agencias.,32,5,3,False,False,False,False,False,True,False,Calefacción individual: Gas natural,,,Terraza y balcón,C,C
105225424," Chalet pareado en venta en calle Francisco de Villalpando, 59",Buenavista-Valparaíso-La Legua,339500,272,house,Segunda mano/buen estado,3 plantas,"SE VENDE por traslado de trabajo vivienda, CHALET pareado en uno de los mejores barrios de Toledo, La Legua, listo para entrar a vivir.El CHALET dispone de tres plantas, SEMISÓTANO, BAJO Y PRIMERA PLANTA sobre una parcela de 300 m2, la superficie construida son 212,71 m2.En la planta de acceso desde la calle se encuentra un porche. Según se accede se encuentra el vestíbulo, salón-comedor, cocina y aseo. En la planta primera se encuentran tres dormitorios y dos baños uno de ellos con baño en suite. Desde la habitación principal hay unas maravillosas vistas al casco histórico de Toledo. Todas las habitaciones poseen armarios empotradosEn la planta semisótano hay un amplio salón comedor y una habitación. También dispone de una pequeña despensa. Amplio garaje con dos puertas automáticas de acceso con capacidad para dos coches y una moto.En la parcela que rodea a la vivienda hay un pequeño jardín delantero y otro trasero en el que se encuentra una coqueta piscina de cloración salina. Los exteriores han sido renovados en los últimos meses. La fachada se encuentra pintada en su totalidad desde el mes de octubre de 2023.La vivienda posee tres aparatos de aire acondicionado, ventiladores de techo en todas las habitaciones y calefacción de gas natural con caldera de condensación con 3 años de funcionamiento. El acristalamiento térmico consta de ventanas Kommerling (PVC) y mosquiteras que han sido sustituidas hace un año. No dejen pasar esta oportunidad y concierten una visita porque estamos seguros que les encantará.",40,4,3,False,False,False,False,False,False,True,Calefacción individual: Gas natural,,,,C,C
96697984,"Piso en venta en avenida de la Legua, 17 a 27",Buenavista-Valparaíso-La Legua,165000,90,flat,Segunda mano/buen estado,Planta 1ª exterior,"DESDE 165.000€, Amplias y luminosas viviendas de 2 dormitorios con excelentes calidades en urbanización con piscina y zona infantil privada.",8,2,1,False,False,False,False,False,True,False,Calefacción individual,True,,Terraza,C,C
103056239,Piso en venta en avenida de la Legua,Buenavista-Valparaíso-La Legua,295000,210,flat,Segunda mano/buen estado,Planta 3ª exterior,"MAISONDIX ofrece PISO EXTERIOR cuatro habitaciones en Avd principal de La LEGUA.Ubicada en Urbanización cerrada con PISCINA amplio jardín y zona de juegos infantil.Piso exterior con salón, cocina amueblada más terraza, tres habitaciones dos baños uno en habitación principal.Planta superior habitación de 30m2 diáfana.Dispone de PLAZA de GARAJE junto a ascensores, más amplio TRASTERO de 12m2.Urbanización cerrada con posibilidad de aparcamiento comunitario exterior.Excelente ubicación Urb. LA LEGUA de Toledo, próximo al Colegio Internacional San Patricio de Toledo, junto al nuevo Supermercado La Despensa.",11,4,2,False,False,False,False,False,False,False,Calefacción individual,True,,,C,
105452738,Piso en venta en calle Concilio de Toledo,Buenavista-Valparaíso-La Legua,274000,136,flat,Segunda mano/buen estado,Planta 3ª exterior,"Piso con trastero y garaje en urbanización cerrada con piscina. Salón, cocina independiente, 3 dormitorios dobles y 2 baños. Vistas a la ría y a Toledo. Calefacción y agua a gas natural. Zona de piscina con zona infantil. Si necesita financiación para la compra, pregúntenos sin compromiso!",27,3,2,False,False,True,False,False,False,True,Calefacción individual,True,,,C,
104914049,Piso en venta en ronda Buenavista,Buenavista-Valparaíso-La Legua,275000,109,flat,Segunda mano/buen estado,Planta 3ª exterior,"Estupendo piso en venta en Buenavista, muy céntrico, consta de amplio salón, cocina amueblada, tendedero, cuatro dormitorios y dos baños. Garaje. Suelos de tarima, ventanas de aluminio con climalit. Buen estado, Calefacción y aire acondicionado. Excelente situación.",35,4,2,False,False,False,False,False,False,True,Calefacción individual,True,,,C,
105288311,"Piso en venta en ronda Buenavista, 2",Buenavista-Valparaíso-La Legua,230000,90,flat,Segunda mano/buen estado,Planta 1ª exterior,"Se vende piso en primera planta de 90m2 en una de las mejores zonas residenciales de Toledo.El piso consta de 3 dormitorios con colchones recién cambiados (dos con cama individual y otro con cama de matrimonio), un baño, una cocina amueblada con extractor recién cambiado y con una terraza adherida y un salón con terraza adherida.El piso dispone de calefacción central con contador individual, además de aire acondicionado (frío/calor). Como instalaciones extras incluidas en la comunidad, encontramos dos piscinas, una pista de tenis, zonas verdes y ajardinadas, así como un aparcamiento privado.El inmueble tiene una ubicación inmejorable. Las familias tienen al alcance en un radio de menos de 10' a pie servicios como colegios, institutos, supermercados, servicios médicos.. . Inversores tienen la Universidad a 10' en coche, el Hospital Nacional de Parapléjicos a 10' o comisaría de Policía a 10', entre otros. Ambos encontrarán una zona residencial tranquila con un ambiente vecinal inmejorable.",14,3,1,False,False,False,False,False,False,True,,True,,Terraza y balcón,C,C
103201020," Chalet pareado en venta en calle Laurel Real, 88",Buenavista-Valparaíso-La Legua,389999,250,house,Segunda mano/buen estado,3 plantas,"URBANIZACION VALPARAISO!Mejor ver.Si te gusta que tu familia disfrute de amplias zonas, quizá deberías visitar este maravilloso chalet pareado, muy versátil y con zona de juegos independiente, con baño propio, gran porche, chimenea y barbacoa.Consolidado en una de las mejores urbanizaciones de Toledo, Urbanización Valparaiso, con todos los servicios cerca, hospitales, colegio público, colegio privado San Patricio, Club Deportivo la Legua, Mercadona, zonas deportivas, cafeterías, peluquerías, librería, iglesia. , y todo ello en un entorno totalmente natural para disfrutar de largos paseos y aire puro. Desde la casa disfrutarás de unas maravillosas vistas al Alcazar de Toledo y a la Catedral.Se encuentra justo en frente de las zonas comunes, con lo que aún hace que sea mucho mas cómoda.La vivienda tiene unas mejoras que te sorprenderán.Mejor ver.",25,4,4,False,False,False,False,False,False,True,,,,Terraza,C,
95885183," Chalet pareado en venta en avenida del Olmo, 132",Buenavista-Valparaíso-La Legua,330000,120,house,Segunda mano/buen estado,3 plantas,"Chalet pareado en Valparaiso, con parcela de 450 m2, cuatro dormitorios, dos baños completos y un aseo con ducha, calefacción por gas natural, suelos en marmol en la planta baja y tarima en la primera. Dispone de piscina comunitaria. En perfecto estado. Actualmente está alquilado pero se puede visitar. La entrega será para el cuarto trimestre de 2024.",32,4,3,False,False,False,False,False,False,False,Calefacción individual: Gas natural,,,Terraza,C,
105384048, Chalet pareado en venta en calle Albar,Buenavista-Valparaíso-La Legua,420000,220,house,Segunda mano/buen estado,3 plantas,"Chalet pareado en Valparaíso, dos plantas más la semisótano, aire acondicionado, cocina amueblada, suelos en parquet y gres, carpintería exterior de PVC de triple cristal, pintura en liso, carpintería interior en roble, garaje para dos coches, piscina privada. Placas solares, muy poco gasto energético.",31,5,4,False,False,False,False,False,False,True,Calefacción individual: Gas natural,,,Terraza y balcón,C,C
100274271,"Piso en venta en ronda de Buenavista, 23",Buenavista-Valparaíso-La Legua,75000,33,flat,Segunda mano/buen estado,Planta 3ª exterior,"Apartamento ( oficina) de 32,90 m2 aprox. salón muy luminoso, cuenta con un dormitorios, un cuarto de baño, cocina amueblada, aire acondicionado, solados en tarima, cuenta con plaza de garaje. Excelente ubicación en el Barrio de Buenavista. Vivienda actualmente alquilada.",4,1,1,False,True,False,False,False,False,True,Calefacción individual: Bomba de frío/calor,True,,,C,C
105237156,Piso en venta en Buenavista-Valparaíso-La Legua,Toledo,287000,128,flat,Segunda mano/buen estado,Planta 1ª exterior,"Grupo BMP Gestiona ofrece luminoso, tanquilo y amplio piso exterior en una de las zonas mejor ubicadas de Toledo rodeada de Parques, Colegios, farmacias, centros médicos, supermercados, restaurantes y servicios varios. El piso se compone de cinco espaciosas habitaciones, dos de ellas exteriores, cocina totalmente amueblada, dos cuartos de baño completos, amplio y luminoso salón. Patio privativo, terraza exterior, plaza de garaje, trastero y parking privado. Zonas comunes como un parque infantil y piscina privada. Piso bien cuidado, pintura en buen estado, gas natural y aire acondicionado. Carpinteria de aluminio cambiada. Ideal para vivir y/o invertir en un piso en una zona privilegiada de Toledo.",18,5,2,False,False,False,False,False,False,True,Calefacción individual: Gas natural,True,,Terraza y balcón,C,
86769079,"Piso en venta en calle Doctor Jiménez Díaz, 8",Buenavista-Valparaíso-La Legua,197000,90,flat,Segunda mano/buen estado,Planta 3ª exterior,"Vivienda con antigüedad de 11 años. Trastero y 2 plazas de garaje incluidos. Dispone de ascensor. Ubicada en barrio tranquilo y con gran facilidad para aparcar en la puerta de casa. Buenas ventanas que permite una buena climatización de la vivienda tanto en invierno como en verano. Aire acondicionado con una unidad exterior y tres unidades interiores. Ventanas oscilobatientes. Termostato Siemens con sensor de oscilaciones térmicas de 0,2ºC. Caldera central con termostato individual. Tendedero cerrado con ventanal de aluminio. Cocina nueva. Baños con mamparas. Cerrojo de seguridad FAC. Armarios empotrados vestidos. Mosquiteras en todas las ventanas. Toldos en los dos balcones. Excelente orientación que en invierno permite un ahorro energético significativo. Mucha luz durante todo el año.",13,3,2,False,False,False,False,False,False,True,Calefacción central: Gas,True,,Balcón,C,
105497225," Chalet adosado en venta en calle de Jerónimo de Ceballos, 2",Buenavista-Valparaíso-La Legua,360000,270,house,Segunda mano/buen estado,2 plantas,"Vivienda unifamiliar adosada en urbanización la legua. Cuenta con 2 plantas. Planta baja: cocina, salón, aseo y puerta de acceso a garaje y jardín. Éste tiene 100m2, 50 m2 solados, con pérgola y toldo. Los otros 50m2, con plantas.Planta primera: 4 dormitorios, 2 cuartos de baño completos.",19,4,3,True,False,False,False,False,False,True,Calefacción individual,,,Terraza,C,C
