id,title,location,price,m2,type,status,floor,description,n_photos,n_rooms,n_bathrooms,particular,luxury,video,virtual_tour,3d_tour,homestaging,plane,air_conditioning,heating,elevator,furnished,terrace,consume,emisions
105992878, Casa o chalet independiente en venta en calle del Roble,"Buenavista-Valparaíso-La Legua, Toledo",525000,593,house,Segunda mano/buen estado,,". OPORTUNIDAD EN TOLEDO DE LUJO.Compre este inmueble por debajo del precio de mercado por tiempo limitado, ahorrándose los gastos notariales.INMUEBLE DE SUBASTA. La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente en el marco del proceso de Subasta Judicial en el que se encuentra, a través de Cesión de Remate. Al no tratarse de una compraventa directa, el importe publicado ha de ser considerado como una orientación al precio por el cual puede adjudicarse el inmueble.Toda la información aquí publicada se encuentra disponible de manera pública en el Boletín Oficial del Estado. Le asesoraremos en todo el proceso, pida información sin compromiso.No dejes pasar la oportunidad. Llama y te contamos.",34.0,6,5,False,True,False,False,False,True,True,False,,,,Terraza y balcón,,
105964775, Casa o chalet independiente en venta en calle Jilguero,"Buenavista-Valparaíso-La Legua, Toledo",549000,513,house,Segunda mano/buen estado,2.0,"¡Descubre el hogar de tus sueños en Toledo! Este impresionante chalet independiente, situado en una parcela de 2881 m², ofrece 513 m² construidos distribuidos en dos plantas. Al entrar, te recibirá un salón muy amplio y luminoso con una acogedora chimenea, perfecto para reuniones familiares. La cocina principal es igualmente espaciosa y está equipada con una zona de comedor y despensa, además de contar con una cocina adicional y un cuarto de lavandería.Con siete dormitorios, todos con armarios empotrados, y cinco cuartos de baño, esta casa garantiza comodidad y espacio para toda la familia. La calefacción individual y el aire acondicionado aseguran un ambiente agradable durante todo el año. Varias estancias adicionales ofrecen flexibilidad para adaptarse a tus necesidades.El exterior es un auténtico paraíso: un jardín exuberante con mucha vegetación, árboles, varios porches y terrazas donde disfrutar del aire libre. La zona deportiva y la amplia piscina con ducha te invitan a mantenerte activo y relajado. Además, cuenta con una plaza de garaje y trastero para mayor comodidad.Ubicado en una urbanización muy tranquila de Toledo capital, este chalet combina la tranquilidad del entorno con una excelente accesibilidad. Construido en 1980 y en buen estado de conservación, esta propiedad es una oportunidad única para vivir en un entorno privilegiado. ¡No dejes pasar esta oportunidad y ven a visitarlo!",37.0,7,5,False,True,False,False,False,True,True,True,Calefacción individual,,,Terraza y balcón,,
103056239,Piso en venta en avenida de la Legua,"Buenavista-Valparaíso-La Legua, Toledo",295000,210,flat,Segunda mano/buen estado,3.0,"MAISONDIX ofrece PISO EXTERIOR cuatro habitaciones en Avd principal de La LEGUA.Ubicada en Urbanización cerrada con PISCINA amplio jardín y zona de juegos infantil.Piso exterior con salón, cocina amueblada más terraza, tres habitaciones dos baños uno en habitación principal.Planta superior habitación de 30m2 diáfana.Dispone de PLAZA de GARAJE junto a ascensores, más amplio TRASTERO de 12m2.Urbanización cerrada con posibilidad de aparcamiento comunitario exterior.Excelente ubicación Urb. LA LEGUA de Toledo, próximo al Colegio Internacional San Patricio de Toledo, junto al nuevo Supermercado La Despensa.",11.0,4,2,False,False,False,False,False,True,True,False,Calefacción individual,True,,,,
105200805,Piso en venta en Buenavista-Valparaíso-La Legua,Toledo,330000,110,flat,Segunda mano/buen estado,3.0,"Piso con dos piscinas, pista de padel, pista de fútbol sala, baloncesto y área infantil comunitarios en urbanización cerrada.A/A por conductos en salón y dormitorios.Todo exterior, mucha luz natural.4 armarios empotrados vestidos, tres con cajoneras y el armario de entrada.Bien comunicado, con autobuses de linea urbana cada 20 minutos, parada de taxi a excasos metros y fácil salida a la circunvalación TO-20.Barrio muy tranquilo y con mucha vida en la calle, con todos los servicios a mano, al lado de colegios, institutos, del centro de salud, supermercados, bares con terrazas, restaurantes, etc.Distancias en coche a sitios de interés: A 10 km del hospital universitario y del parque temático Puy de Fou, a 3 km de la estación del Ave y de la estación autobuses.",24.0,3,2,False,False,False,False,False,True,True,True,Calefacción individual: Gas natural,True,,,,
100131349,Piso en venta en ronda Buenavista,"Buenavista-Valparaíso-La Legua, Toledo",280000,80,flat,Segunda mano/buen estado,1.0,"GRUPO SUPERCASA VENDE Piso A ESTRENAR de 90m² en una de las mejores zonas de Toledo en un EDIFICIO RECIÉN REFORMADO compuesto de amplio salón luminoso con terraza con vistas hacia el Parque de Ciudad de Nara, cocina americana con posibilidad de instalar isla, además cuenta con terraza/tendedero, 3 dormitorios (2 de ellos con armario empotrado) y 2 baños completos con plato de ducha. El dormitorio principal tipo suite con baño incluido. La vivienda cuenta con una plaza de garaje incluida en el precio. Además, la comunidad cuenta con PISCINA y PISTAS DEPORTIVAS COMUNITARIAS.La vivienda cuenta todo nuevo, tanto electricidad, fontanería y calefacción. Cuenta además con:- Ventanas de pvc con cristal climalit oscilobatiente- Puertas de madera de haya lacadas en blanco- Luz indirecta en el salón- Radiadores nuevosSe encuentra ubicado en una de las mejores zonas de Toledo, junto al Centro Médico de Buenavista, supermercados, farmacias, parques, colegios.. .Estamos en Paseo San Eugenio 1- GRUPO SUPERCASA TOLEDO.Tu objetivo es nuestro deber. Tu satisfacción nuestro compromiso.",31.0,3,2,False,False,False,True,False,True,True,False,Calefacción central,True,,Terraza,,
106159943,Piso en venta en Concilios De Toledo,"Buenavista-Valparaíso-La Legua, Toledo",299000,122,flat,Segunda mano/buen estado,5.0,"Amplio piso con preciosas vistas a Toledo y muy luminoso. Urbanización con piscina de agua salada, servicio de conserjería, zona infantil y pista padel. La vivienda consta de 4 dormitorios (con empotrados), empotrado en pasillo, salón, 2 baños (con mampara y mueble con lavabo encastrado en uno de ellos), cocina amueblada y tendedero. Garaje y trastero. A/A y bomba de calor en salón, dormitorio principal y cocina. Calefacción a gas natural. Excelentes calidades. Empotrados forrados y vestidos. Puerta blindada. Aluminio y climalit. Suelos de tarima. En el precio se incluye el mobiliario de la cocina con vitrocerámica, horno y campana, y de los dos baños.",40.0,4,2,False,False,False,True,False,True,True,True,Calefacción individual: Gas natural,True,,,E,E
102811467, Chalet pareado en venta en calle Rodrigo de la Fuente,"Buenavista-Valparaíso-La Legua, Toledo",359000,150,house,Segunda mano/buen estado,,"En VENTA bonito chalet con GRAN PARCELA en la urbanización LA LEGUA. La propiedad cuenta con una amplia parcela, con un precioso jardín diseñado por la propiedad, con árboles, arbustos, estanque y plantas ornamentales. La vivienda se distribuye en dos plantas: Planta baja con porche de entrada que nos da acceso a un amplio hall, salón con acceso a patio trasero, despensa, aseo con plato de ducha, dormitorio y cocina muy amplia y lavadero cerrado. Planta PRIMERA con distribuidor que nos comunica con el baño común y los tres dormitorios dobles, todos ellos con armarios empotrados, el dormitorio principal en suite con vestidor y baño. En el exterior tenemos un amplio garaje para dos coches y un cuarto trastero. La vivienda cuenta con sistema de PLACAS SOLARES FOTOVOLTAICAS con una potencia de 5 KW, gasto mínimo en consumo eléctrico. Nuestro departamento financiero le puede llegar a conseguir las mejores condiciones hipotecarias y porcentaje de financiación pudiendo alcanzar incluso el 100% del precio de compra. Preinstalación de A/A en todas las estancias, actualmente cuenta con 4 aparatos inverter, caldera de gas natural de condensación. Suelos de tarima y gres, puertas de roble, puertas seccionales en garajes, porches de estructura metálica con cubiertas vegetales, mosquiteras, pintura en tierras florentinas. Parcela con amplia variedad de especies vegetales, entre ellas un gran plátano de sombra y una gran palmera. Situada en una de las mejores zonas de Toledo, con fácil acceso y comunicación con Toledo y Madrid, con amplias zonas verdes, zonas deportivas, colegios, supermercados y transporte urbano. Si buscas una vivienda cómoda, con una gran parcela, en muy buen estado de conservación y muchas más posibilidades, es tu oportunidad. Podemos asesorarte sobre la mejor opción hipotecaria, solicita información a tu comercial.",49.0,4,3,False,False,False,True,False,True,True,True,Calefacción individual: Gas natural,,,Terraza,,
106330509, Chalet adosado en venta en calle Juan Bautista Maino,"Buenavista-Valparaíso-La Legua, Toledo",245000,125,house,Segunda mano/buen estado,2.0,"HUSPY vende chalet adosado en urbanización La Legua de Toledo.Esta vivienda de 157 m² distribuidos en 2 plantas, ubicada en una parcela de 150 m², ofrece un espacio cómodo y funcional. Dispone de 3 dormitorios, 2 baños, un amplio salón-comedor, cocina completamente amueblada, hall de entrada, garaje para un vehículo y un trastero. Además, cuenta con un patio solado de 42 m², ideal para disfrutar al aire libre. La propiedad se encuentra en excelente estado de conservación, lista para entrar a vivir. Tiene calefacción y agua caliente por gas natural, ventanas de aluminio con climalit, puertas interiores de roble y pavimento de gres porcelánico.La Urbanización La Legua, situada a las afueras de Toledo, es una zona residencial tranquila y bien desarrollada. Ofrece una combinación de chalets y viviendas unifamiliares, con amplias parcelas y zonas verdes que proporcionan un entorno agradable para vivir. La urbanización cuenta con servicios como supermercados, colegios y restaurantes, además de estar bien conectada con el centro de Toledo y Madrid gracias a su cercanía a vías principales. Es una opción popular para familias que buscan un entorno residencial tranquilo, pero con fácil acceso a la ciudad.Vivienda de protección oficial en régimen especial, VPO.Si desea visitarlo, llámenos y cerraremos una visita sin compromiso.HUSPY NO COBRA HONORARIOS AL COMPRADOR.",53.0,3,2,False,False,False,False,False,True,True,False,Calefacción individual: Gas natural,,,Terraza,,
106060626, Casa o chalet independiente en venta en Herrerillo s/n,"Buenavista-Valparaíso-La Legua, Toledo",339000,167,house,,1.0,"CASAS QUE ENAMORANVIVIENDAS INDEPENDIENTES DE 3 Y 4 DORMITORIOS DE UNA PLANTA EN PARCELAS DE 300 A 900 M2 Exclusivo proyecto de viviendas independientes de 3 y 4 dormitorios en una sola planta, con amplias zonas de jardín en un entorno privilegiado como es el de Cigarrales de Vistahermosa. Su arquitectura moderna y sencilla unido a su funcionalidad y luminosidad, dan como resultado casas elegantes que se adaptan a la perfección a las necesidades de las familias. Su cuidada distribución en una planta, permite total independencia entre las zonas de día y de noche, buscando siempre la luz, la mejor orientación y los espacios amplios y versátiles. Comprometidos con el medio ambiente y la eficiencia energética, la vivienda goza de calificación A, gracias a su climatización mediante suelo radiante y refrescante por AEROTERMIA, así como a la calidad de los materiales y su construcción, lo cual aporta a los hogares gran confort y un ahorro económico muy significativo.",6.0,4,3,False,False,False,False,False,True,True,False,,,,,A,A
106212754," Casa o chalet independiente en venta en calle del Roble, 6","Buenavista-Valparaíso-La Legua, Toledo",525000,669,house,Segunda mano/buen estado,3.0,"Maravilloso chalet individual en la Urbanización Valparaíso con 900 m2 de parcela y casi 700 m2/c. Adquisición mediante cesión de remate, por lo que el comprador se ahorra los gastos notariales. La vivienda se encuentra en buen estado, pendiente únicamente de algunos remates de construcción (puertas de empotrados, saneamientos... ) El chalet se distribuye en 3 alturas. En la planta principal encontramos un amplio salón, cocina con lavadero, dormitorio principal con baño y vestidor, cuatro dormitorios secundarios y dos baños. En la primera planta disponemos de terraza y de dos dormitorios y un baño. En la planta sótano podemos disfrutar de una piscina cubierta y zonas de relax como otros dos salones, además de cocina y baño. Garaje muy amplio con capacidad para 3 o más coches. A destacar las calidades de la construcción con persianas automatizadas, aerotermia, hueco para montacargas entre ambas cocinas.",40.0,7,5,False,True,False,False,False,True,True,True,Calefacción individual,,,Terraza,,
106754903, Chalet adosado en venta en calle Adelfa,"Buenavista-Valparaíso-La Legua, Toledo",338500,230,house,Segunda mano/buen estado,3.0,"Imagina un lugar donde cada miembro de tu familia encuentra su espacio ideal, en un entorno diseñado para el confort y la actividad. Al entrar, serás recibido por un amplio salón dividido en dos ambientes con una luz natural que inunda el espacio a través de grandes ventanales, que se abren a una terraza con vistas panorámicas de la histórica ciudad de Toledo, declarada Patrimonio de la Humanidad. Cada atardecer se convierte en un espectáculo único desde la comodidad de tu hogar. La vivienda tiene 243 metros, distribuidos en 3 plantas, cuenta con cinco habitaciones, una de ellas situada en la planta principal, proporcionando flexibilidad y comodidad para familias de cualquier tamaño. Disfruta de reuniones familiares y con amigos en tu propio patio de 200 m2 con barbacoa, donde cada encuentro es una experiencia memorable. Este espacio al aire libre está diseñado para ofrecerte momentos de esparcimiento y gastronomía en la comodidad de tu hogar. La urbanización no solo te brinda seguridad y exclusividad, sino también zonas verdes e instalaciones para toda la familia; piscina comunitaria, pistas deportivas y parque infantil para el disfrute de los más pequeños. La combinación de espacios amplios, vistas impresionantes y comodidades modernas crea un ambiente propicio para una vida llena de energía y felicidad. No pierdas la oportunidad de vivir en un lugar que lo tiene todo. Contáctanos hoy mismo para concertar una visita. Estamos seguros de que, al conocerla, sentirás que este es el hogar que siempre has soñado. Te esperamos en nuestras oficinas en Calle Diputación Nº 7 de Toledo o contactando en el teléfono Nuestro departamento financiero te asesorará gratuitamente de la mejor financiación a tu medida para TU nuevo HOGAR. HazloMásPráctico.",66.0,5,3,False,False,False,True,False,True,True,True,Calefacción individual: Gas natural,,,Terraza,E,E
106481273, Casa o chalet independiente en venta en calle Colibrí,"Buenavista-Valparaíso-La Legua, Toledo",750000,565,house,Segunda mano/buen estado,3.0,"Venta de dos viviendas en una misma escritura en la exclusiva zona de Vistahermosa en Toledo Capital sobre una espectacular parcela de 3.505 m².No cobramos honorarios de compra-venta y ofrecemos financiación hasta el 100% de la compra, cumpliendo requisitos.Accedemos a la parcela rodeada de preciosos jardines y caminos señalizados que nos llevan hasta la entrada, donde encontramos dos zonas de aparcamiento cubiertas con pérgolas de madera, con capacidad para cinco coches, además de una amplia explanada. La propiedad cuenta con una piscina de gran tamaño, de 17 metros de largo por 6 de ancho, junto a una zona chill-out perfecta para el descanso y disfrute.Primera viviendaLa primera vivienda, con un diseño elegante y espacioso, dispone de seis dormitorios distribuidos en tres plantas. En la planta principal encontramos un amplio recibidor con acabados en madera, un salón de gran tamaño a doble altura, un segundo salón tipo biblioteca con una bodega y aseo, y una cocina con vistas al jardín equipada con una moderna península. Esta planta incluye también un dormitorio en suite, una sala de estar y una despensa. En la primera planta, la vivienda cuenta con cuatro habitaciones y tres baños completos, uno de ellos en suite con terraza privada. La segunda planta alberga una amplia habitación diáfana abuhardillada con acceso a una gran terraza con impresionantes vistas a Toledo.Segunda viviendaLa segunda vivienda consta de cuatro dormitorios distribuidos en dos plantas. En la planta baja dispone de un salón con vistas a la piscina, un dormitorio con baño completo y una zona de lavandería. En la primera planta encontramos un amplio salón con terraza y vistas, tres dormitorios, dos baños completos y una cocina.Zona exteriorEn la parte trasera de la parcela se encuentra una encantadora casita independiente que incluye cocina, chimenea y baño, ideal para reuniones o como área adicional para invitados.Esta magnífica propiedad fue reformada en el año 2009 con materiales de primera calidad y cuenta con sistema de riego automático alimentado por un pozo propio, zonas de césped natural y abundante vegetación con diversos árboles frutales como naranjos, nísperos, ciruelos, manzanos y un membrillo.Ven a visitarla sin compromiso y descubre todo lo que esta propiedad única tiene para ofrecer.",53.0,1,9,False,True,False,False,False,True,True,True,Calefacción individual,,,Terraza y balcón,E,D
106206440, Casa o chalet en venta en calle de Alemania,"Buenavista-Valparaíso-La Legua, Toledo",345000,159,house,Segunda mano/buen estado,,"Esta casa en venta se encuentra ubicada en la zona de Buenavista en Toledo Capital, en una inmejorable situación cercana a todos los servicios. Con una superficie total de 185 m² (incluyendo el porche antes de entrada), esta propiedad cuenta con 3 habitaciones dobles, siendo 1 de ellas tipo suite y muy amplia con vestidor (anteriormente 4 dorm. ). Dispone de 2 baños, aire acondicionado (frío y calor) en salón y dormitorios calefacción a gas natural. Alarma instalada en las tres plantas con detector de presencia, hilo musical en toda la casa. Con una antigüedad entre 20 y 30 años, esta casa reformada también ofrece armarios empotrados, cocina equipada con tendedero, jardín propio trasero solado y delantero y garaje (con puerta automatizada). En cuanto a su distribución interior, destaca por sus suelos de tarima maciza, carpintería exterior de aluminio y vidrios dobles, con persianas en lamas de PVC. Además, su orientación soleada y sus amplios patios hacen de este inmueble una excelente opción para vivir en un entorno cómodo y acogedor y una de las mejores zonas donde vivir en la ciudad de Toledo.",21.0,3,2,False,False,False,False,False,True,True,True,Calefacción individual: Gas natural,,,,,
106617799,Piso en venta en calle Concilio de Toledo,"Buenavista-Valparaíso-La Legua, Toledo",357000,115,flat,Segunda mano/buen estado,,"Este precioso piso en venta se encuentra en la zona de Buenavista, en Toledo Capital. Con una superficie total de 142 m² y 115 m² de superficie útil, esta vivienda cuenta con plaza de garaje y trastero, 4 habitaciones dobles, 2 baños y 1 aseo. Adaptado para personas con discapacidad, dispone de aire acondicionado (frío y calor), armarios empotrados, ascensor, calefacción de gas natural, cocina amueblada con electrodomésticos y un amplio salón muy luminoso. La vivienda tiene calidades muy buenas, estado de conservación excelente y ofrece extras como parking opcional. Comunidad con piscina, área infantil con arenero y césped. La zona de Buenavista destaca por su ambiente soleado y tranquilo, con servicios cercanos y buenas conexiones. ¡No dejes pasar esta oportunidad de vivir en este maravilloso piso en Toledo Capital!",46.0,4,3,False,False,False,False,False,True,True,True,Calefacción individual: Gas natural,True,,Terraza,,
106617771, Chalet adosado en venta en calle Venecia,"Buenavista-Valparaíso-La Legua, Toledo",380000,141,house,Segunda mano/buen estado,,"Este magnífico chalet adosado en venta se encuentra en la zona de Buenavista, en Toledo Capital. Con una superficie total de 165 m² y una superficie útil de 141 m², esta vivienda cuenta con 3 habitaciones individuales, 1 habitación doble, 2 baños, 1 aseo, aire acondicionado, calefacción a gas natural, armarios empotrados, cocina con despensa y salida al patio, garaje y jardín propio. Con una antigüedad entre 20 y 30 años, se encuentra en buen estado de conservación. La orientación este garantiza una gran luminosidad en todas las estancias. No dejes pasar la oportunidad de vivir en este acogedor chalet en una de las zonas más deseadas de Toledo.",58.0,4,3,False,False,False,False,False,True,True,True,Calefacción individual: Gas natural,,,,,
101345819,"Piso en venta en calle Doctor Fleming, 1","Buenavista-Valparaíso-La Legua, Toledo",297000,110,flat,Segunda mano/buen estado,2.0,"PARTICULAR, LO SIENTO NO ATIENDO A INMOBILIARIAS. Vivienda sin barreras arquitectónicas con amplias puertas y pasillos. Muy luminoso. Zonas comunes con piscina y pistas deportivas. Amplia terraza y tendedero. Aire acondicionado. Plaza de garaje y trastero incluidos. Tarima flotante. Dos baños, uno con bañera y otro con plato de ducha y mampara de cristal. Zona con mucha demanda de alquiler por el hospital. En el nuevo POM esta en la zona de contacto de Valparaíso y Buenavista. Parada de autobús urbano (Líneas 81 y 83).",23.0,3,2,False,False,False,False,False,True,True,True,Calefacción individual: Gas natural,True,,Terraza,D,D
