id,title,location,price,m2,type,status,floor,description,n_photos,n_rooms,n_bathrooms,particular,luxury,video,virtual_tour,3d_tour,homestaging,plane,air_conditioning,heating,elevator,furnished,terrace,consume,emisions
103669946, Casa o chalet independiente en venta en calle Mirlo,"Buenavista-Valparaíso-La Legua, Toledo",495000,580,house,Segunda mano/para reformar,3.0,"HABILIS Consulting Inmobiliario VENDE Chalet independiente de 610 m2 en parcela de 3.562 m2. Espectacular Chalet distribuido en tres plantas totalmente exterior, con garaje privado para 2 coches, 3 terrazas y piscina. Situado en la parte alta de la urbanización de Vistahermosa de Toledo, donde tenemos asegurada unas vistas privilegiada de la Ciudad Imperial, al igual que disfrutaremos del recorrido del río Tajo a su paso por la ciudad Toledana. En la planta principal de la vivienda contamos con una amplia entrada, cocina amueblada con office, aseo, salón muy luminoso con unas vistas inmejorables desde sus grandes ventanales. Planta primera, pasillo distribuidor donde se encuentran las 4 habitaciones (habitación principal con baño y vestidor) y un baño completo con bañera. Planta sótano: Amplia sala polivalente, trastero, aseo, cocina y lavandería. La vivienda cuenta con un garaje privado para 2 coches. Características generales: Armarios empotrados, calefacción individual de gas, suelos de madera y mármol, pintura gotelé, puertas interiores lacadas en blanco, garaje exterior, ventanas de aluminio y/o madera con doble acristalamiento, 3 terrazas, mosquiteras, puerta principal de madera. Cercano a servicios de uso cotidiano, Supermercados, farmacia, guardería, zonas verdes, parques, restauración, complejo deportivo Monteverde y próximo a International School San Patricio. Concierte su VISITA sin compromiso. LE ESPERAMOS en nuestras Oficinas en Calle Diputación Nº 7 de Toledo o en el teléfono Nuestro Departamento Financiero le asesorará de la mejor financiación a su medida para su nuevo HOGAR HAZLOMASPRACTICO .",86.0,4,3,False,False,False,True,False,True,True,True,Calefacción individual,,,Terraza y balcón,,
106762372, Casa o chalet en venta en calle Francisco de Pisa s/n,"Buenavista-Valparaíso-La Legua, Toledo",236700,171,house,Segunda mano/buen estado,,"Casa en toledo capital, en la calle clfrancisco de pisa.",2.0,3,2,False,False,False,False,False,True,True,False,,,,,,
105539097,"Piso en venta en ronda Buenavista, 41","Buenavista-Valparaíso-La Legua, Toledo",310000,90,flat,Segunda mano/buen estado,2.0,"Vivienda de 120 metros cuadrados, 90 m2 útiles, en una de las zonas más exclusivas de Toledo con tres dormitorios amplios, con dos baños, muy luminoso, está perfecto de estado, con aire acondicionado por conducto en toda la vivienda con calefacción individual, con garaje y piscina y jardín comunitario tienen actualmente todos los permisos de vivienda turística, por lo cual se puede destinar automáticamente ha dicha actividad empresarial, es una gran OPORTUNIDAD.",23.0,3,2,False,False,False,False,False,True,True,True,Calefacción individual,True,,Terraza,,
106384230, Chalet pareado en venta en Buenavista-Valparaíso-La Legua,Toledo,365000,176,house,Segunda mano/buen estado,2.0,"PARTICULAR Vende encantador chalet con amplia parcela y vistas en la urbanización LA LEGUA.La vivienda se distribuye de la siguiente manera:-Planta BAJA con porche de entrada que nos da acceso a vestíbulo, amplio salón de 28 m2 muy luminoso con salida a jardín trasero, aseo y cocina amueblada con tendedero cerrado. Acceso a garaje/trastero desde vestíbulo. -Planta PRIMERA con distribuidor que nos comunica con 3 dormitorios dobles con armarios empotrados y baño común, y a un dormitorio principal en suite con vestidor y baño propio.La parcela se distribuye en dos niveles. Un primer nivel con acceso desde el salón de la vivienda con un amplio porche y jardín de césped artificial con vistas despejadas de un entorno natural privilegiado. Un segundo nivel que cuenta con un gran terreno con múltiples opciones de uso desde un huerto hasta una piscina.Situada en una de las mejores urbanizaciones de Toledo, con fácil acceso y comunicación con Toledo y Madrid. Zona consolidada que cuenta con todo tipo de servicios cerca de zonas verdes e infantiles, colegio público, colegio privado San Patricio, Club Deportivo la Legua, Mercadona, supermercado Despensa, cafeterías y transporte urbano. Todo ello en un entorno totalmente natural para disfrutar de largos paseos y aire puro.",34.0,4,3,False,False,False,False,False,True,True,True,,,,Terraza,,
104914049,Piso en venta en ronda Buenavista,"Buenavista-Valparaíso-La Legua, Toledo",265000,109,flat,Segunda mano/buen estado,3.0,"Estupendo piso en venta en Buenavista, muy céntrico, consta de amplio salón, cocina amueblada, tendedero, cuatro dormitorios y dos baños. Garaje. Suelos de tarima, ventanas de aluminio con climalit. Buen estado, Calefacción y aire acondicionado. Excelente situación.",35.0,4,2,False,False,False,False,False,True,True,True,Calefacción individual,True,,,,
105863129, Casa o chalet independiente en venta en Buenavista-Valparaíso-La Legua,Toledo,354900,260,house,Segunda mano/buen estado,3.0,"Quieres la casa de tus sueños? Pues sigue leyendoVistas espectaculares a ToledoLa vivienda consta de:-4 Habitaciones.-3 Baños completos-Aire acondicionado-Piscina-Pista de tenis-Garaje de 2 plazas incluidas en el precio-Armarios empotrados-Cocina equipada-Chimenea en el salón-Terraza-JardinesToledo es una ciudad de encanto. Dispone de todos los servicios necesarios como hospitales, AVE, Renfe, autobuses, parques, centros comerciales, tiendas, teatros, casco antiguo, farmacias, colegios, guarderíasVivirás tranquilo y sin preocupaciones en este gran hogar¿A qué esperas para verlo?Te enamoraráSomos financiera propia, consiguiendo como mínimo el 90% y en algunos casos el 100%Pregunta sin compromiso. [IW].",49.0,4,4,False,False,False,False,False,True,True,True,Calefacción individual: Gas natural,,,Terraza,D,D
96697984,"Piso en venta en avenida de la Legua, 25","Buenavista-Valparaíso-La Legua, Toledo",200000,90,flat,Segunda mano/buen estado,2.0,Amplias y luminosas viviendas de 2 dormitorios con excelentes calidades en urbanización con piscina y zona infantil privada.,8.0,2,1,False,False,False,False,False,True,True,True,Calefacción individual: Gas natural,True,,Terraza,E,D
103201020," Chalet pareado en venta en calle Laurel Real, 88","Buenavista-Valparaíso-La Legua, Toledo",369500,250,house,Segunda mano/buen estado,3.0,"Chalet Pareado en URBANIZACION VALPARAISO!Mejor ver.Si te gusta que tu familia disfrute de amplias zonas, quizá deberías visitar este maravilloso chalet pareado, muy versátil y con zona de juegos independiente en el jardín trasero, con baño propio, armario empotrados, gran porche, chimenea, una práctica pila y una barbacoa.Consolidado en una de las mejores urbanizaciones de Toledo, Urbanización Valparaiso, con todos los servicios cerca, hospitales, colegio público, colegio privado San Patricio, Club Deportivo la Legua, Mercadona, zonas deportivas, cafeterías, peluquerías, librería, iglesia. , y todo ello en un entorno totalmente natural para disfrutar de largos paseos y aire puro. Desde la casa disfrutarás de unas maravillosas vistas al Alcazar de Toledo y a la Catedral.Se encuentra justo en frente de las zonas comunes, con lo que aún hace que sea mucho mas cómoda.La vivienda tiene unas mejoras que te sorprenderán.Mejor ver.",25.0,4,4,False,False,False,False,False,True,True,True,Calefacción individual: Gas natural,,,Terraza,,
95885183," Chalet pareado en venta en avenida del Olmo, 132","Buenavista-Valparaíso-La Legua, Toledo",330000,120,house,Segunda mano/buen estado,3.0,"Chalet pareado en Valparaiso, con parcela de 450 m2, cuatro dormitorios, dos baños completos y un aseo con ducha, calefacción por gas natural, suelos en marmol en la planta baja y tarima en la primera. Dispone de piscina comunitaria. En perfecto estado. Actualmente está alquilado pero se puede visitar. La entrega será para el cuarto trimestre de 2024.",32.0,4,3,False,False,False,False,False,True,True,False,Calefacción individual: Gas natural,,,Terraza,,
100274271,"Piso en venta en ronda de Buenavista, 23","Buenavista-Valparaíso-La Legua, Toledo",82500,33,flat,Segunda mano/buen estado,3.0,"Apartamento ( oficina) de 32,90 m2 aprox. salón muy luminoso, cuenta con un dormitorios, un cuarto de baño, cocina amueblada, aire acondicionado, solados en tarima, cuenta con plaza de garaje. Excelente ubicación en el Barrio de Buenavista. Vivienda actualmente alquilada.",4.0,1,1,False,True,False,False,False,True,True,True,Calefacción individual: Bomba de frío/calor,True,,,G,F
106176563, Chalet adosado en venta en calle Juan Bautista Maino,"Buenavista-Valparaíso-La Legua, Toledo",210000,125,house,Segunda mano/buen estado,2.0,"Casa adosada de tres dormitorios, un baño y un aseo, calefacción por gas natural, patio, cocina amueblada, tiene trastro, garaje, carpintería exterior de aluminio, en ventanas tiene mallorquinas, puertas en roble. Vivienda de Protección Oficial, régimen especial.Está en el barrio de La Legua.",50.0,3,2,False,False,False,False,False,True,True,False,Calefacción individual: Gas natural,,,,,
105681007,Piso en venta en Buenavista-Valparaíso-La Legua,Toledo,425000,128,flat,Segunda mano/buen estado,1.0,"TU CASA TOLEDO VENDE. PRECIO NEGOCIABLE ¡Descubre este espectacular piso de tres habitaciones y dos baños completos! Situado en una de las mejores urbanizaciones de toledo, cerca de comercios y colegios, esta vivienda ofrece todas las comodidades y lujos que puedas desear. Habitaciones: Tres amplias habitaciones, perfectas para el descanso y la tranquilidad. Baños: Dos baños completos, diseñados con estilo y funcionalidad. Cocina: Cocina totalmente equipada con una práctica zona de tendedero. Ideal para los amantes de la cocina. Salón: Un amplio salón con un pequeño balcón que aporta un toque de frescura y luminosidad. Climatización: Aire acondicionado por split en todas las estancias para tu confort durante todo el año. Calefacción de gas natural que asegura una temperatura agradable en los meses fríos. Persianas: Persianas motorizadas en el salón y el dormitorio principal para mayor comodidad. Luminosa: La vivienda es muy luminosa, permitiendo la entrada de luz natural durante todo el día. Terraza: La joya de la corona es, sin duda, su impresionante terraza de más de 100m². Un espacio perfecto para disfrutar del aire libre, organizar reuniones o simplemente relajarse. Extras: Plaza de Garaje: Incluida en el precio, asegurando que tu vehículo esté siempre protegido. Trastero: Espacio adicional para almacenamiento, también incluido en el precio. Urbanización: La urbanización es uno de sus mayores atractivos, ofreciendo una calidad de vida inigualable con: Piscina Zonas verdes Pista de padel Portero físico No dejes pasar esta oportunidad de vivir en una de las mejores zonas de Toledo, con todas las comodidades y lujos que siempre has soñado. ¡Contáctanos para más información y para agendar una visita!",48.0,3,2,False,False,False,False,False,True,True,True,Calefacción individual: Gas natural,True,,Terraza y balcón,,
94487661," Chalet pareado en venta en calle Piñonero, 35","Buenavista-Valparaíso-La Legua, Toledo",372000,280,house,Segunda mano/buen estado,2.0,"Chalet en Valparaíso, 420 m2 de parcela.Gran patio con piscina, garaje exterior con porche de madera, un gran cenador y habitación exterior con aseo.Vivienda: Sótano con garaje. Planta primera con cocina, aseo, hall de entrada, y salón comedor. Planta segunda: 4 dormitorios con armarios empotrados y dos baños, uno de ellos dentro del dormitorio principal.Calefacción de Gas Natural. Aire acondicionado por conductos en toda la vivienda.Actualmente alquilado por 1.250 euros mensuales.",16.0,4,3,False,False,False,False,False,True,True,True,Calefacción individual: Gas natural,,,Terraza y balcón,A,A
105288311,"Piso en venta en ronda Buenavista, 2","Buenavista-Valparaíso-La Legua, Toledo",215000,90,flat,Segunda mano/buen estado,1.0,"Se vende piso en primera planta de 90m2 en una de las mejores zonas residenciales de Toledo.El piso consta de 3 dormitorios con colchones recién cambiados (dos con cama individual y otro con cama de matrimonio), un baño, una cocina amueblada con extractor recién cambiado y con una terraza adherida y un salón con terraza adherida.El piso dispone de calefacción central con contador individual, además de aire acondicionado (frío/calor). Como instalaciones extras incluidas en la comunidad, encontramos dos piscinas, una pista de tenis, zonas verdes y ajardinadas, así como un aparcamiento privado.El inmueble tiene una ubicación inmejorable. Las familias tienen al alcance en un radio de menos de 10' a pie servicios como colegios, institutos, supermercados, servicios médicos.. . Inversores tienen la Universidad a 10' en coche, el Hospital Nacional de Parapléjicos a 10' o comisaría de Policía a 10', entre otros. Ambos encontrarán una zona residencial tranquila con un ambiente vecinal inmejorable.",14.0,3,1,False,False,False,False,False,True,True,True,Calefacción individual: Gas natural,True,,Terraza y balcón,B,C
99939280," Chalet adosado en venta en calle de Alemania, 167","Buenavista-Valparaíso-La Legua, Toledo",430000,175,house,Segunda mano/buen estado,3.0,"Precioso chalet adosado en la mejor zona de toledo barrio de buenavista, astenerse inmobiliarias.",18.0,5,3,False,False,False,False,False,True,True,True,,,,Terraza,B,B
96417757, Casa o chalet independiente en venta en Buenavista-Valparaíso-La Legua,Toledo,6850000,1650,house,Segunda mano/buen estado,2.0,"Cigarral zona norte de Toledo con inmejorable situación y accesos.Edificación singular con zonas exclusivas de recreo y máxima tranquilidad.Rápidos accesos A-42 y AP-41.Zona con aislamientos acústicos y medioambientales demostrables.Exclusividad, Seguridad, Aislamiento, Ubicación, Comunicación, Representatividad, Panorámica con un plus. Casoplón zona norte de la Ciudad de las Tres Culturas.Posibilidad de otros desarrollos sobre parcela de 50.000 metros.Panorámica de las Pirámides del Egipto Toledano.Cuadro de visualización de parte de los Montes de Toledo.El precio es adaptable en función de la configuración de A + B + CDada la singularidad del proyecto, la atención será personalizada y presencialmente por el gestor exclusivo, teléfono 660090671.",,9,1,False,True,False,False,False,True,True,True,Calefacción individual: Gas propano/butano,,,Terraza y balcón,,
106049070, Chalet adosado en venta en Buenavista-Valparaíso-La Legua,Toledo,380000,158,house,Segunda mano/buen estado,2.0,"PARTICULAR vende CHALET ADOSADO en BUENAVISTA (Toledo) compuesto por 2 plantas, con SALÓN, COCINA, 4 DORMITORIOS, 2 BAÑOS y 1 ASEO. Dispone de Despensa y. GARAJE. Con calefacción de GAS NATURAL y AIRE ACONDICIONADO. La planta baja consta de garaje y patio, Aseo, comedor, cocina, con una zona de despensa, PATIO trasero con toldo y entrada principal acristalada. En la 1ª planta se sitúan 4 habitaciones, con AIRE ACONDICIONADO CENTRALIZADO. La de matrimonio con baño y vestidor incorporado, y otra habitación con TERRAZA. Y dos BAÑOS COMPLETOS. Se accede a través de un hall de entrada amplio, que da acceso al resto de estancias y desde el cual sale la escalera de subida a la planta superior.SALÓN amplio, dividido en dos áreas, una a modo de descanso donde situar el sofá con la televisión, y otra a modo de comedor, donde se sitúa la mesa con sillas, ideal para comidas familiares y/o con amigos. Cuenta con AIRE ACONDICIONADO. 4 DORMITORIOS amplios, luminosos, con espacio para situar todo el mobiliario y suelos de parket. Con ARMARIOS EMPOTRADOS. DORMITORIO principal tipo suite con BAÑO incorporado otro dormitorio dispone de TERRAZA.COCINA con mobiliario alto y bajo, gran capacidad de almacenaje, y espacio para situar todos los electrodomésticos: frigorífico, horno, microondas, etcétera, con espacio para colocar una mesa con sillas. Cuenta con AIRE ACONDICIONADO, DESPENSA y salida al PATIO. El cual está solado y con toldo ideal para disfrutar de momentos especiales.GARAJE, el cual cuenta con puerta automática.Zonas comunes dispone de PISCINA comunitaria.",25.0,4,3,True,False,False,False,False,True,True,True,Calefacción individual,,,Terraza,E,E
32400005," Casa o chalet independiente en venta en calle Piñonero, 23","Buenavista-Valparaíso-La Legua, Toledo",470000,302,house,Segunda mano/buen estado,3.0,"Chalet de lujo, excelentes calidades. Unifamiliar. Jardín con barbacoa y porche(no tiene porche, solo la parte del suelo, )todo para entrar. Gran salón con chimenea y ventanales. Cocina amueblada espaciosa y muy luminosa con acceso al jardín. 3 baños equipados y un aseo. 5 dormitorios, uno de ellos en planta baja. Amplio vestidor en dormitorio principal. Habitación para trastero o gimnasio. Bodega de 50 mts ideal para fiestas O SALÓN EN VERANO. Aire acondicionado/BOMBA DE CALOR en toda la vivienda. Zona muy tranquila con colegios(publico a 100 mts y privado bilingüe a menos de 1000 mts), supermercados, parques y zonas deportivas a tan solo 5 minutos. distribución: terraza descubierta de 15 m2 la casa dispone de: portero automático.",12.0,5,4,False,False,False,False,False,True,True,True,,,,Terraza,,
106184595,"Piso en venta en ronda Buenavista, 25","Buenavista-Valparaíso-La Legua, Toledo",260000,119,flat,Segunda mano/buen estado,2.0,"Piso en venta en urbanización privada con amplias zonas comunes y piscina comunitaria.La vivienda es toda exterior y está situada en un segundo piso. Cuenta con amplio salón con terraza, cocina con terraza-tendedero, 4 dormitorios (tres de ellos con armario empotrado), cuarto de baño completo y cuarto de aseo con ducha. Además cuenta con plaza de garaje incluida en el precio.Está situado en el barrio de Buenavista, a escasos minutos a pie de todos los servicios: colegio, guardería, centro de salud, supermercado, instalaciones deportivas, etc, así como de parques, restaurantes y cafeterías. Está bien comunicado por transporte urbano con toda la ciudad y tiene rápido acceso a la autovía A-42.Venta directa desde el propietario. Contactar vía whatsapp. No atendemos inmobiliarias.",14.0,5,2,False,False,False,False,False,True,True,True,,True,,Terraza y balcón,E,E
105745215,"Piso en venta en calle Doctor Jiménez Díaz, 4","Buenavista-Valparaíso-La Legua, Toledo",285000,70,flat,Segunda mano/buen estado,4.0,"Tiene dos balcones y una terraza, dispone de tendedero, suelo de parqué menos la cocina y el baño, todas las estancias dan a la calle, trastero amplio y plaza de garaje incluidos en el precio, muy luminoso y tranquilo.La vivienda se encuentra en la urbanización tres culturas junto al hospital Quironsalud. Calefacción central con contador individual, Gas Natural, dispone de placas solares.",40.0,2,1,False,False,False,False,False,True,True,True,Calefacción central: Gas,True,,Terraza y balcón,D,D
106351022, Casa o chalet independiente en venta en Buenavista-Valparaíso-La Legua,Toledo,680000,604,house,Segunda mano/para reformar,3.0,"CIGARRALES DE VISTAHERMOSA. espectacular chalet individual en gran parcela de 4415 metros con muchísimas posibilidades ( piscina, pista de padel, tenis etc. etc. ) Tiene una ubicación con excelentes vistas al Casco histórico de Toledo, zona muy tranquilaLa vivienda tiene las siguientes superficies:PLANTA BAJA 328 metros construida y 187 metros útiles ( está en bruto )PLANTA PRIMERA: 255 metros construidos y 222 metros útiles, dispone de amplios dormitorios, baños, cocina, salón con chimenea.PLANTA SEGUNDA: 233 metros construidos y 194 metros útiles ( en bruto con posibilidades de hacer más dormitorios, baños. etc etc. )El chalet dispone de amplias terrazas, pozo con abundante agua, es todo exterior con gran luminosidad NO PIERDA ÉSTA OPORTUNIDAD. VISITELA SIN COMPROMISO.",23.0,5,3,False,False,False,False,False,True,True,False,Calefacción individual,,,Terraza,,
105497225," Chalet adosado en venta en calle de Jerónimo de Ceballos, 2","Buenavista-Valparaíso-La Legua, Toledo",360000,270,house,Segunda mano/buen estado,2.0,"Vivienda unifamiliar adosada en urbanización la legua, en calle Jerónimo de Ceballos, 8. Cuenta con 2 plantas. Planta baja: cocina, salón, aseo y puerta de acceso a garaje y jardín. Éste tiene 100m2, 50 m2 solados, con pérgola y toldo. Los otros 50m2, con plantas.Planta primera: 4 dormitorios, 2 cuartos de baño completos.",19.0,4,3,False,False,False,False,False,True,True,True,Calefacción individual: Gas natural,,,Terraza,A,A
97469003, Casa o chalet independiente en venta en Buenavista-Valparaíso-La Legua,Toledo,750000,480,house,Segunda mano/buen estado,,"INMOTOMAR VENDE: Espectacular chalet en finca situada en Toledo, muy amplia, muy luminosa, cuenta con un terreno muy extenso a su alrededor. Se encuentra a 5 minutos del centro de la ciudad, y muy cerca de un parque comercial.Características:- Chalet: 480 m2 construidos- Terreno: 24.000m2- Jardín- Piscina en el jardín- Caballeriza para caballos en el terreno.",21.0,8,5,False,True,False,False,False,True,True,False,,,,,,
102513769," Chalet pareado en venta en avenida del Tilo, 26","Buenavista-Valparaíso-La Legua, Toledo",400000,170,house,Segunda mano/buen estado,2.0,"chalet pareado, cocina, salón, 4 dormitorios, 4 baños, parcela con jardín y piscina, doble ventana, rejas en ventanas y puertas de cocina y salón con llave, para abrir desde el interior.",10.0,4,4,False,False,False,False,False,True,True,True,Calefacción individual: Gas natural,,,Terraza,,
25380472,"Piso en venta en ronda Buenavista, 27","Buenavista-Valparaíso-La Legua, Toledo",240000,105,flat,Segunda mano/buen estado,3.0,,4.0,4,2,False,False,False,False,False,True,True,True,,True,,Terraza y balcón,,
31584699," Casa o chalet independiente en venta en calle tulipán, 13","Buenavista-Valparaíso-La Legua, Toledo",500000,195,house,Segunda mano/buen estado,1.0,,,5,2,True,False,False,False,False,True,True,True,,,,Terraza,,
